Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,RegimeSwitchingStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,SimpleMovingAverage,len,sma,StdDev,len,stddev,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
12,spx-1950-2018,12,2010-01-20 23:59:59.999989,1147.95,1147.95,1129.25,1138.04,4810560000.0,0.0,RegimeSwitchingStrategy,12,733792.9999999999,MACD,12,,,CrossOver,12,,CrossDown,12,,ATR,12,,SMA,12,,SimpleMovingAverage,12,,StdDev,12,,Broker,12,100000.0,100000.0,BuySell,12,,,Trades,12,,
13,spx-1950-2018,13,2010-01-21 23:59:59.999989,1138.68,1141.58,1114.84,1116.48,6874290000.0,0.0,RegimeSwitchingStrategy,13,733793.9999999999,MACD,13,,,CrossOver,13,,CrossDown,13,,ATR,13,,SMA,13,,SimpleMovingAverage,13,,StdDev,13,,Broker,13,100000.0,100000.0,BuySell,13,,,Trades,13,,
14,spx-1950-2018,14,2010-01-22 23:59:59.999989,1115.49,1115.49,1090.18,1091.76,6208650000.0,0.0,RegimeSwitchingStrategy,14,733794.9999999999,MACD,14,,,CrossOver,14,,CrossDown,14,,ATR,14,,SMA,14,,SimpleMovingAverage,14,,StdDev,14,,Broker,14,100000.0,100000.0,BuySell,14,,,Trades,14,,
15,spx-1950-2018,15,2010-01-25 23:59:59.999989,1092.4,1102.97,1092.4,1096.78,4481390000.0,0.0,RegimeSwitchingStrategy,15,733797.9999999999,MACD,15,,,CrossOver,15,,CrossDown,15,,ATR,15,13.875714285714318,SMA,15,,SimpleMovingAverage,15,1133.3319999999999,StdDev,15,17.26172614004368,Broker,15,100000.0,100000.0,BuySell,15,,,Trades,15,,
16,spx-1950-2018,16,2010-01-26 23:59:59.999989,1095.8,1103.69,1089.86,1092.17,4731910000.0,0.0,RegimeSwitchingStrategy,16,733798.9999999999,MACD,16,,,CrossOver,16,,CrossDown,16,,ATR,16,13.872448979591878,SMA,16,,SimpleMovingAverage,16,1130.6106666666667,StdDev,16,20.08750240545272,Broker,16,100000.0,100000.0,BuySell,16,,,Trades,16,,
17,spx-1950-2018,17,2010-01-27 23:59:59.999989,1091.94,1099.51,1083.11,1097.5,5319120000.0,0.0,RegimeSwitchingStrategy,17,733799.9999999999,MACD,17,,,CrossOver,17,,CrossDown,17,,ATR,17,14.052988338192465,SMA,17,,SimpleMovingAverage,17,1128.0093333333332,StdDev,17,21.621761095923535,Broker,17,100000.0,100000.0,BuySell,17,,,Trades,17,,
18,spx-1950-2018,18,2010-01-28 23:59:59.999989,1096.93,1100.22,1078.46,1084.53,5452400000.0,0.0,RegimeSwitchingStrategy,18,733800.9999999999,MACD,18,,,CrossOver,18,,CrossDown,18,,ATR,18,14.603489171178717,SMA,18,,SimpleMovingAverage,18,1124.502,StdDev,18,23.993152967741402,Broker,18,100000.0,100000.0,BuySell,18,,,Trades,18,,
19,spx-1950-2018,19,2010-01-29 23:59:59.999989,1087.61,1096.45,1071.59,1073.87,5412850000.0,0.0,RegimeSwitchingStrategy,19,733801.9999999999,MACD,19,,,CrossOver,19,,CrossDown,19,,ATR,19,15.336097087523104,SMA,19,,SimpleMovingAverage,19,1119.9806666666666,StdDev,19,26.578946672551982,Broker,19,100000.0,100000.0,BuySell,19,,,Trades,19,,
20,spx-1950-2018,20,2010-02-01 23:59:59.999989,1073.89,1089.38,1073.89,1089.19,4077610000.0,0.0,RegimeSwitchingStrategy,20,733804.9999999999,MACD,20,,,CrossOver,20,,CrossDown,20,,ATR,20,15.348518724128612,SMA,20,,SimpleMovingAverage,20,1116.2613333333331,StdDev,20,26.72352643064576,Broker,20,100000.0,100000.0,BuySell,20,,,Trades,20,,
21,spx-1950-2018,21,2010-02-02 23:59:59.999989,1090.05,1104.73,1087.96,1103.32,4749540000.0,0.0,RegimeSwitchingStrategy,21,733805.9999999999,MACD,21,,,CrossOver,21,,CrossDown,21,,ATR,21,15.450053100976568,SMA,21,,SimpleMovingAverage,21,1113.3506666666665,StdDev,21,25.57207447371939,Broker,21,100000.0,100000.0,BuySell,21,,,Trades,21,,
22,spx-1950-2018,22,2010-02-03 23:59:59.999989,1100.67,1102.72,1093.97,1097.28,4285450000.0,0.0,RegimeSwitchingStrategy,22,733806.9999999999,MACD,22,,,CrossOver,22,,CrossDown,22,,ATR,22,15.014335022335377,SMA,22,,SimpleMovingAverage,22,1110.7546666666667,StdDev,22,25.09068429162695,Broker,22,100000.0,100000.0,BuySell,22,,,Trades,22,,
23,spx-1950-2018,23,2010-02-04 23:59:59.999989,1097.25,1097.25,1062.78,1063.11,5859690000.0,0.0,RegimeSwitchingStrategy,23,733807.9999999999,MACD,23,,,CrossOver,23,,CrossDown,23,,ATR,23,16.406168235025707,SMA,23,,SimpleMovingAverage,23,1105.25,StdDev,23,25.869997551861076,Broker,23,100000.0,100000.0,BuySell,23,,,Trades,23,,
24,spx-1950-2018,24,2010-02-05 23:59:59.999989,1064.12,1067.13,1044.5,1066.19,6438900000.0,0.0,RegimeSwitchingStrategy,24,733808.9999999999,MACD,24,,,CrossOver,24,,CrossDown,24,,ATR,24,16.85072764680959,SMA,24,,SimpleMovingAverage,24,1099.7653333333333,StdDev,24,24.827682900794226,Broker,24,100000.0,100000.0,BuySell,24,,,Trades,24,,
25,spx-1950-2018,25,2010-02-08 23:59:59.999989,1065.51,1071.2,1056.51,1056.74,4089820000.0,0.0,RegimeSwitchingStrategy,25,733811.9999999999,MACD,25,,,CrossOver,25,,CrossDown,25,,ATR,25,16.69638995775177,SMA,25,,SimpleMovingAverage,25,1094.4793333333332,StdDev,25,24.984173514893126,Broker,25,100000.0,100000.0,BuySell,25,,,Trades,25,,
26,spx-1950-2018,26,2010-02-09 23:59:59.999989,1060.06,1079.28,1060.06,1070.52,5114260000.0,0.0,RegimeSwitchingStrategy,26,733812.9999999999,MACD,26,-27.42430971717681,,CrossOver,26,,CrossDown,26,,ATR,26,17.113790675055213,SMA,26,,SimpleMovingAverage,26,1089.1653333333334,StdDev,26,20.66473287726968,Broker,26,100000.0,100000.0,BuySell,26,,,Trades,26,,
27,spx-1950-2018,27,2010-02-10 23:59:59.999989,1069.68,1073.67,1059.34,1068.13,4251450000.0,0.0,RegimeSwitchingStrategy,27,733813.9999999999,MACD,27,-26.650786723212832,,CrossOver,27,,CrossDown,27,,ATR,27,16.914948483979853,SMA,27,,SimpleMovingAverage,27,1084.5046666666667,StdDev,27,16.599985488615086,Broker,27,100000.0,100000.0,BuySell,27,,,Trades,27,,
28,spx-1950-2018,28,2010-02-11 23:59:59.999989,1067.1,1080.04,1060.59,1078.47,4400870000.0,0.0,RegimeSwitchingStrategy,28,733814.9999999999,MACD,28,-24.916194215426685,,CrossOver,28,,CrossDown,28,,ATR,28,17.09602359226701,SMA,28,,SimpleMovingAverage,28,1081.9706666666666,StdDev,28,14.262002415127782,Broker,28,100000.0,100000.0,BuySell,28,,,Trades,28,,
29,spx-1950-2018,29,2010-02-12 23:59:59.999989,1075.95,1077.81,1062.97,1075.51,4160680000.0,0.0,RegimeSwitchingStrategy,29,733815.9999999999,MACD,29,-23.509363114278585,,CrossOver,29,,CrossDown,29,,ATR,29,16.98202190710508,SMA,29,,SimpleMovingAverage,29,1080.8873333333333,StdDev,29,14.093439829296646,Broker,29,100000.0,100000.0,BuySell,29,,,Trades,29,,
30,spx-1950-2018,30,2010-02-16 23:59:59.999989,1079.13,1095.67,1079.13,1094.87,4080770000.0,0.0,RegimeSwitchingStrategy,30,733819.9999999999,MACD,30,-20.594844580738027,,CrossOver,30,,CrossDown,30,,ATR,30,17.209020342311867,SMA,30,1107.0459999999998,SimpleMovingAverage,30,1080.76,StdDev,30,13.95724566906446,Broker,30,100000.0,100000.0,BuySell,30,,,Trades,30,,
31,spx-1950-2018,31,2010-02-17 23:59:59.999989,1096.14,1101.03,1094.72,1099.51,4259230000.0,0.0,RegimeSwitchingStrategy,31,733820.9999999999,MACD,31,-17.70654835553387,,CrossOver,31,,CrossDown,31,,ATR,31,16.430518889289587,SMA,31,1105.93,SimpleMovingAverage,31,1081.2493333333334,StdDev,31,14.468018277871302,Broker,31,100000.0,100000.0,BuySell,31,,,Trades,31,,
32,spx-1950-2018,32,2010-02-18 23:59:59.999989,1099.03,1108.24,1097.48,1106.75,3878620000.0,0.0,RegimeSwitchingStrategy,32,733821.9999999999,MACD,32,-14.66430432318839,,CrossOver,32,,CrossDown,32,,ATR,32,16.025481825768903,SMA,32,1104.9376666666665,SimpleMovingAverage,32,1081.866,StdDev,32,15.319593032019608,Broker,32,100000.0,100000.0,BuySell,32,,,Trades,32,,
33,spx-1950-2018,33,2010-02-19 23:59:59.999989,1105.49,1112.42,1100.8,1109.17,3944280000.0,0.0,RegimeSwitchingStrategy,33,733822.9999999999,MACD,33,-11.920616784191907,,CrossOver,33,,CrossDown,33,,ATR,33,15.710804552499706,SMA,33,1104.0053333333335,SimpleMovingAverage,33,1083.5086666666666,StdDev,33,16.769585908890495,Broker,33,100000.0,100000.0,BuySell,33,,,Trades,33,,
34,spx-1950-2018,34,2010-02-22 23:59:59.999989,1110.0,1112.29,1105.38,1108.01,3814440000.0,0.0,RegimeSwitchingStrategy,34,733825.9999999999,MACD,34,-9.727692167779423,-19.67940666461406,CrossOver,34,,CrossDown,34,,ATR,34,15.082175655892573,SMA,34,1102.8826666666669,SimpleMovingAverage,34,1085.7846666666667,StdDev,34,17.60301863002527,Broker,34,100000.0,100000.0,BuySell,34,,,Trades,34,,
35,spx-1950-2018,35,2010-02-23 23:59:59.999989,1107.49,1108.58,1092.18,1094.6,4521050000.0,0.0,RegimeSwitchingStrategy,35,733826.9999999999,MACD,35,-8.968475534774825,-17.537220438646212,CrossOver,35,0.0,CrossDown,35,0.0,ATR,35,15.176305966185952,SMA,35,1101.2033333333334,SimpleMovingAverage,35,1086.1453333333334,StdDev,35,17.724101431539697,Broker,35,100000.0,100000.0,BuySell,35,,,Trades,35,,
36,spx-1950-2018,36,2010-02-24 23:59:59.999989,1095.89,1106.42,1095.5,1105.24,4168360000.0,0.0,RegimeSwitchingStrategy,36,733827.9999999999,MACD,36,-7.422667910229848,-15.51430993296294,CrossOver,36,0.0,CrossDown,36,0.0,ATR,36,14.936569825744112,SMA,36,1099.8120000000001,SimpleMovingAverage,36,1086.2733333333333,StdDev,36,17.85412731617685,Broker,36,100000.0,100000.0,BuySell,36,,,Trades,36,,
37,spx-1950-2018,37,2010-02-25 23:59:59.999989,1101.24,1103.5,1086.02,1102.94,4521130000.0,0.0,RegimeSwitchingStrategy,37,733828.9999999999,MACD,37,-6.310452045868487,-13.67353835554405,CrossOver,37,0.0,CrossDown,37,0.0,ATR,37,15.242529123905248,SMA,37,1098.7026666666668,SimpleMovingAverage,37,1086.6506666666667,StdDev,37,18.14027433334074,Broker,37,109938.89946841635,99984.65717818431,BuySell,37,,1101.24,Trades,37,,
38,spx-1950-2018,38,2010-02-26 23:59:59.999989,1103.1,1107.24,1097.56,1104.49,3945190000.0,0.0,RegimeSwitchingStrategy,38,733829.9999999999,MACD,38,-5.243497143068453,-11.987530113048932,CrossOver,38,0.0,CrossDown,38,0.0,ATR,38,14.845205615054878,SMA,38,1097.3296666666668,SimpleMovingAverage,38,1089.4093333333333,StdDev,38,17.48517180037885,Broker,38,109938.89946841635,99970.66813476413,BuySell,38,,,Trades,38,,
39,spx-1950-2018,39,2010-03-01 23:59:59.999989,1105.36,1116.11,1105.36,1115.71,3847640000.0,0.0,RegimeSwitchingStrategy,39,733832.9999999999,MACD,39,-3.4527661264237395,-10.280577315723894,CrossOver,39,0.0,CrossDown,39,0.0,ATR,39,14.614833785408095,SMA,39,1096.238,SimpleMovingAverage,39,1092.7106666666666,StdDev,39,17.464390615067455,Broker,39,109938.89946841635,99869.40551078059,BuySell,39,,,Trades,39,,
40,spx-1950-2018,40,2010-03-02 23:59:59.999989,1117.01,1123.46,1116.51,1118.31,4134680000.0,0.0,RegimeSwitchingStrategy,40,733833.9999999999,MACD,40,-1.8030165706318257,-8.585065166705482,CrossOver,40,0.0,CrossDown,40,0.0,ATR,40,14.124488515021802,SMA,40,1095.6473333333333,SimpleMovingAverage,40,1096.8153333333332,StdDev,40,15.671176882706007,Broker,40,109938.89946841635,99845.9400185919,BuySell,40,,,Trades,40,,
41,spx-1950-2018,41,2010-03-03 23:59:59.999989,1119.36,1125.64,1116.58,1118.79,3951320000.0,0.0,RegimeSwitchingStrategy,41,733834.9999999999,MACD,41,-0.4516399491919856,-6.958380123202783,CrossOver,41,0.0,CrossDown,41,0.0,ATR,41,13.7627393353774,SMA,41,1094.5993333333333,SimpleMovingAverage,41,1100.0333333333333,StdDev,41,14.877041223158603,Broker,41,109938.89946841635,99841.60792772629,BuySell,41,,,Trades,41,,
42,spx-1950-2018,42,2010-03-04 23:59:59.999989,1119.12,1123.73,1116.66,1122.97,3945010000.0,0.0,RegimeSwitchingStrategy,42,733835.9999999999,MACD,42,0.9457250955165364,-5.377559079458919,CrossOver,42,0.0,CrossDown,42,0.0,ATR,42,13.284686525707581,SMA,42,1094.0970000000002,SimpleMovingAverage,42,1103.6893333333333,StdDev,42,13.235478314827022,Broker,42,109938.89946841635,99803.8826364383,BuySell,42,,,Trades,42,,
43,spx-1950-2018,43,2010-03-05 23:59:59.999989,1125.12,1139.38,1125.12,1138.7,4133000000.0,0.0,RegimeSwitchingStrategy,43,733836.9999999999,MACD,43,3.28456408957004,-3.6451344456531274,CrossOver,43,0.0,CrossDown,43,0.0,ATR,43,13.50792320244276,SMA,43,1094.8376666666666,SimpleMovingAverage,43,1107.7046666666668,StdDev,43,14.084404550968937,Broker,43,109938.89946841635,99661.91640869668,BuySell,43,,,Trades,43,,
44,spx-1950-2018,44,2010-03-08 23:59:59.999989,1138.4,1141.05,1136.77,1138.5,3774680000.0,0.0,RegimeSwitchingStrategy,44,733839.9999999999,MACD,44,5.06360245710971,-1.9033870651005602,CrossOver,44,0.0,CrossDown,44,0.0,ATR,44,12.848785830839704,SMA,44,1096.3956666666668,SimpleMovingAverage,44,1111.904,StdDev,44,13.223455826677364,Broker,44,109938.89946841635,99663.72144655733,BuySell,44,,,Trades,44,,
45,spx-1950-2018,45,2010-03-09 23:59:59.999989,1137.56,1145.37,1134.9,1140.45,5185570000.0,0.0,RegimeSwitchingStrategy,45,733840.9999999999,MACD,45,6.555286620200604,-0.2116523280403273,CrossOver,45,0.0,CrossDown,45,0.0,ATR,45,12.678872557208283,SMA,45,1097.8513333333333,SimpleMovingAverage,45,1114.9426666666666,StdDev,45,14.16359486697406,Broker,45,109938.89946841635,99646.12232741581,BuySell,45,,,Trades,45,,
46,spx-1950-2018,46,2010-03-10 23:59:59.999989,1140.22,1148.26,1140.09,1145.61,5469120000.0,0.0,RegimeSwitchingStrategy,46,733841.9999999999,MACD,46,8.060904849172857,1.4428591074023096,CrossOver,46,0.0,CrossDown,46,0.0,ATR,46,12.35681023169341,SMA,46,1099.6326666666669,SimpleMovingAverage,46,1118.016,StdDev,46,15.426705761970368,Broker,46,109938.89946841635,99599.55235061055,BuySell,46,,,Trades,46,,
47,spx-1950-2018,47,2010-03-11 23:59:59.999989,1143.96,1150.24,1138.99,1150.24,4669060000.0,0.0,RegimeSwitchingStrategy,47,733842.9999999999,MACD,47,9.518002836553478,3.0578878532325433,CrossOver,47,0.0,CrossDown,47,0.0,ATR,47,12.277752358001024,SMA,47,1101.3906666666667,SimpleMovingAverage,47,1120.9153333333334,StdDev,47,17.03940564951688,Broker,47,109938.89946841635,99557.76572413606,BuySell,47,,,Trades,47,,
48,spx-1950-2018,48,2010-03-12 23:59:59.999989,1151.71,1153.41,1146.97,1149.99,4928160000.0,0.0,RegimeSwitchingStrategy,48,733843.9999999999,MACD,48,10.531193535081911,4.552548989602418,CrossOver,48,0.0,CrossDown,48,0.0,ATR,48,11.860770046715242,SMA,48,1103.5726666666667,SimpleMovingAverage,48,1123.6366666666665,StdDev,48,18.168505228076274,Broker,48,109938.89946841635,99560.0220214619,BuySell,48,,,Trades,48,,
49,spx-1950-2018,49,2010-03-15 23:59:59.999989,1148.53,1150.98,1141.45,1150.51,4164110000.0,0.0,RegimeSwitchingStrategy,49,733846.9999999999,MACD,49,11.246471791363774,5.891333549954689,CrossOver,49,0.0,CrossDown,49,0.0,ATR,49,11.694286471949866,SMA,49,1106.1273333333334,SimpleMovingAverage,49,1126.47,StdDev,49,18.81309012363405,Broker,49,109938.89946841635,99555.32892302416,BuySell,49,,,Trades,49,,
50,spx-1950-2018,50,2010-03-16 23:59:59.999989,1150.83,1160.28,1150.35,1159.46,4369770000.0,0.0,RegimeSwitchingStrategy,50,733847.9999999999,MACD,50,12.392670176868478,7.191600875337447,CrossOver,50,0.0,CrossDown,50,0.0,ATR,50,11.568266009667736,SMA,50,1108.4696666666666,SimpleMovingAverage,50,1130.794,StdDev,50,18.44121102313767,Broker,50,109938.89946841635,99474.55347875922,BuySell,50,,,Trades,50,,
51,spx-1950-2018,51,2010-03-17 23:59:59.999989,1159.94,1169.84,1159.94,1166.21,4963200000.0,0.0,RegimeSwitchingStrategy,51,733848.9999999999,MACD,51,13.687923382869258,8.490865376843809,CrossOver,51,0.0,CrossDown,51,0.0,ATR,51,11.483389866120032,SMA,51,1110.566,SimpleMovingAverage,51,1134.8586666666667,StdDev,51,19.069412459625156,Broker,51,109938.89946841635,99413.63345096163,BuySell,51,,,Trades,51,,
52,spx-1950-2018,52,2010-03-18 23:59:59.999989,1166.13,1167.77,1161.16,1165.83,4234510000.0,0.0,RegimeSwitchingStrategy,52,733849.9999999999,MACD,52,14.516421782068164,9.69597665788868,CrossOver,52,0.0,CrossDown,52,0.0,ATR,52,11.135290589968594,SMA,52,1112.8509999999999,SimpleMovingAverage,52,1139.0513333333333,StdDev,52,18.49573423492286,Broker,52,109938.89946841635,99417.06302289691,BuySell,52,,,Trades,52,,
53,spx-1950-2018,53,2010-03-19 23:59:59.999989,1166.68,1169.2,1155.33,1159.9,5212410000.0,0.0,RegimeSwitchingStrategy,53,733850.9999999999,MACD,53,14.527052473382582,10.662191820987461,CrossOver,53,0.0,CrossDown,53,0.0,ATR,53,11.330626976399417,SMA,53,1116.0773333333334,SimpleMovingAverage,53,1142.7453333333333,StdDev,53,16.667092074569148,Broker,53,109938.89946841635,99470.58239546574,BuySell,53,,,Trades,53,,
54,spx-1950-2018,54,2010-03-22 23:59:59.999989,1157.25,1167.82,1152.88,1165.81,4261680000.0,0.0,RegimeSwitchingStrategy,54,733853.9999999999,MACD,54,14.841283898504798,11.498010236490929,CrossOver,54,0.0,CrossDown,54,0.0,ATR,54,11.588439335228017,SMA,54,1119.3980000000001,SimpleMovingAverage,54,1146.0853333333332,StdDev,54,15.917736382909315,Broker,54,109938.89946841635,99417.24352668297,BuySell,54,,,Trades,54,,
55,spx-1950-2018,55,2010-03-23 23:59:59.999989,1166.47,1174.72,1163.83,1174.17,4411640000.0,0.0,RegimeSwitchingStrategy,55,733854.9999999999,MACD,55,15.585239756951296,12.315456140583002,CrossOver,55,0.0,CrossDown,55,0.0,ATR,55,11.538550811283166,SMA,55,1123.3123333333335,SimpleMovingAverage,55,1149.8093333333334,StdDev,55,15.513159345823883,Broker,55,99411.28690174276,99411.28690174276,BuySell,55,1166.47,,Trades,55,,-588.7130982572361
56,spx-1950-2018,56,2010-03-24 23:59:59.999989,1172.7,1173.04,1166.01,1167.72,4705750000.0,0.0,RegimeSwitchingStrategy,56,733855.9999999999,MACD,56,15.475971671609159,12.947559246788234,CrossOver,56,0.0,CrossDown,56,0.0,ATR,56,11.297225753334375,SMA,56,1126.5523333333333,SimpleMovingAverage,56,1153.0713333333333,StdDev,56,13.68418789049322,Broker,56,99411.28690174276,99411.28690174276,BuySell,56,,,Trades,56,,
57,spx-1950-2018,57,2010-03-25 23:59:59.999989,1170.03,1180.69,1165.09,1165.73,5668900000.0,0.0,RegimeSwitchingStrategy,57,733856.9999999999,MACD,57,15.055251984556207,13.36909779434183,CrossOver,57,0.0,CrossDown,57,0.0,ATR,57,11.60456677095336,SMA,57,1129.8056666666666,SimpleMovingAverage,57,1155.922,StdDev,57,11.375740386152872,Broker,57,99411.28690174276,99411.28690174276,BuySell,57,,,Trades,57,,
58,spx-1950-2018,58,2010-03-26 23:59:59.999989,1167.58,1173.93,1161.48,1166.59,4708420000.0,0.0,RegimeSwitchingStrategy,58,733857.9999999999,MACD,58,14.622662463537154,13.619810728180896,CrossOver,58,0.0,CrossDown,58,0.0,ATR,58,11.66495485874241,SMA,58,1132.743,SimpleMovingAverage,58,1157.7813333333334,StdDev,58,10.666033856223608,Broker,58,99411.28690174276,99411.28690174276,BuySell,58,,,Trades,58,,
59,spx-1950-2018,59,2010-03-29 23:59:59.999989,1167.71,1174.85,1167.71,1173.22,4375580000.0,0.0,RegimeSwitchingStrategy,59,733860.9999999999,MACD,59,14.645987910447502,13.825046164634218,CrossOver,59,0.0,CrossDown,59,0.0,ATR,59,11.421743797403668,SMA,59,1136.0,SimpleMovingAverage,59,1160.096,StdDev,59,9.975575371875292,Broker,59,99411.28690174276,99411.28690174276,BuySell,59,,,Trades,59,,
60,spx-1950-2018,60,2010-03-30 23:59:59.999989,1173.75,1177.83,1168.92,1173.27,4085000000.0,0.0,RegimeSwitchingStrategy,60,733861.9999999999,MACD,60,14.501345592095959,13.960306050126567,CrossOver,60,0.0,CrossDown,60,0.0,ATR,60,11.24233352616054,SMA,60,1138.6133333333335,SimpleMovingAverage,60,1162.2839999999999,StdDev,60,8.975746431366908,Broker,60,110004.6028465447,99415.61899260836,BuySell,60,,1173.75,Trades,60,,
61,spx-1950-2018,61,2010-03-31 23:59:59.999989,1171.75,1174.56,1165.77,1169.43,4484340000.0,0.0,RegimeSwitchingStrategy,61,733862.9999999999,MACD,61,13.916439552451948,13.951532750591644,CrossOver,61,-1.0,CrossDown,61,1.0,ATR,61,11.067166845720498,SMA,61,1140.944,SimpleMovingAverage,61,1163.872,StdDev,61,7.931696918048134,Broker,61,110004.6028465447,99450.27571953321,BuySell,61,,,Trades,61,,
62,spx-1950-2018,62,2010-04-01 23:59:59.999989,1171.23,1181.43,1170.69,1178.1,4006870000.0,0.0,RegimeSwitchingStrategy,62,733863.9999999999,MACD,62,13.99121186267439,13.959468573008193,CrossOver,62,1.0,CrossDown,62,0.0,ATR,62,11.133797785311891,SMA,62,1143.3223333333333,SimpleMovingAverage,62,1165.7293333333332,StdDev,62,7.782615213135195,Broker,62,110004.6028465447,99372.02732827321,BuySell,62,,,Trades,62,,
63,spx-1950-2018,63,2010-04-05 23:59:59.999989,1178.71,1187.73,1178.71,1187.44,3881620000.0,0.0,RegimeSwitchingStrategy,63,733867.9999999999,MACD,63,14.635421372248402,14.094659132856236,CrossOver,63,0.0,CrossDown,63,0.0,ATR,63,11.026383657789623,SMA,63,1145.9313333333334,SimpleMovingAverage,63,1168.2259999999999,StdDev,63,8.32130903164789,Broker,63,110004.6028465447,99287.73206017996,BuySell,63,,,Trades,63,,
